disaster_number,state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths
4402,Wisconsin,Velika katastrofa,2018-10-18,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, Flooding, And Landslides",1,0,1,1,2018-08-17,2018-09-14,Vernon County (Wisconsin),Vernon (County),18111,5730
1416,Illinois,Velika katastrofa,2002-05-21,Tornado,"Severe Storms, Tornadoes And Flooding",0,1,1,1,2002-04-21,2002-05-23,Jasper County (Illinois),Jasper (County),2043,4175
4460,Arkansas,Velika katastrofa,2019-09-13,Flood,"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",0,0,1,1,2019-06-23,2019-06-24,Madison County (Arkansas),Madison (County),19063,6443
3373,South Carolina,Upravljanje hitnim situacijama,2015-10-03,Severe Storm,Severe Storms And Flooding,0,0,1,0,2015-10-01,2015-10-23,Clarendon County,Clarendon (County),15078,2202
1157,North Dakota,Velika katastrofa,1997-01-12,Severe Storm,Severe Winter Storms And Blizzard Conditions,0,0,1,1,1997-01-03,1997-01-31,Sargent County,Sargent (County),97031,2081
4277,Louisiana,Velika katastrofa,2016-08-14,Flood,Severe Storms And Flooding,1,0,1,1,2016-08-11,2016-08-31,Jefferson Davis Parish,Jefferson Davis (Parish),16076,9361
1365,Mississippi,Velika katastrofa,2001-04-17,Severe Storm,Severe Storms And Flooding,0,1,1,1,2001-04-03,2001-04-05,Leake County,Leake (County),1036,9178
3045,Alabama,Upravljanje hitnim situacijama,1977-07-20,Drought,Drought,0,0,1,0,1977-07-20,1977-07-20,Cherokee County (Alabama),Cherokee (County),77102,5351
3245,Nebraska,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuees,0,0,1,0,2005-08-29,2005-10-01,Box Butte County,Box Butte (County),5120,9323
412,California,Velika katastrofa,1974-01-25,Flood,Severe Storms & Flooding,0,1,1,0,1974-01-25,1974-01-25,Trinity County (California),Trinity (County),74008,5669
997,Illinois,Velika katastrofa,1993-07-09,Flood,Severe Storms & Flooding,0,1,1,0,1993-04-13,1993-10-22,Greene County (Illinois),Greene (County),93032,5566
988,Maine,Velika katastrofa,1993-05-11,Flood,"Heavy Rain, Snowmelt, Ice Jams & Flooding",0,0,1,0,1993-04-09,1993-04-15,Cumberland County (Maine),Cumberland (County),93047,6969
4612,Missouri,Velika katastrofa,2021-09-01,Severe Storm,"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",0,0,1,1,2021-06-24,2021-07-01,Howard County (Missouri),Howard (County),21066,420
1999,Texas,Velika katastrofa,2011-07-01,Fire,Wildfires,0,0,1,1,2011-04-06,2011-08-29,Crosby County,Crosby (County),11091,3383
1209,Georgia,Velika katastrofa,1998-03-11,Severe Storm,Severe Storms And Flooding,0,1,1,0,1998-02-14,1998-05-11,Randolph County (Georgia),Randolph (County),98028,4073
4626,Mississippi,Velika katastrofa,2021-10-22,Hurricane,Hurricane Ida,0,0,1,1,2021-08-28,2021-09-01,Carroll County (Mississippi),Carroll (County),21110,517
392,Oklahoma,Velika katastrofa,1973-06-13,Severe Storm,"Severe Storms, Flooding, & Tornadoes",0,1,1,0,1973-06-13,1973-06-13,Coal County,Coal (County),73055,5676
3419,Florida,Upravljanje hitnim situacijama,2019-08-30,Hurricane,Hurricane Dorian,0,0,1,0,2019-08-28,2019-09-09,Brevard County,Brevard (County),19072,8031
1711,Kansas,Velika katastrofa,2007-07-02,Severe Storm,Severe Storms And Flooding,1,1,1,1,2007-06-26,2007-07-25,Harper County (Kansas),Harper (County),7856,3288
1240,North Carolina,Velika katastrofa,1998-08-27,Hurricane,Hurricane Bonnie,0,1,1,1,1998-08-20,1998-09-01,Hyde County (North Carolina),Hyde (County),99020,679
1021,Virginia,Velika katastrofa,1994-04-11,Severe Storm,Severe Winter Ice Storm,0,0,1,0,1994-03-01,1994-03-05,Montgomery County (Virginia),Montgomery (County),94019,7446
4099,Pennsylvania,Velika katastrofa,2013-01-10,Hurricane,Hurricane Sandy,0,0,1,1,2012-10-26,2012-11-08,Philadelphia County,Philadelphia (County),12126,334
1359,Florida,Velika katastrofa,2001-02-05,Freezing,Severe Freeze,0,1,0,0,2000-12-01,2001-01-25,Seminole County (Florida),Seminole (County),1009,1953
1825,Washington,Velika katastrofa,2009-03-02,Severe Storm,Severe Winter Storm And Record And Near Record Snow,0,0,1,1,2008-12-12,2009-01-05,Adams County (Washington),Adams (County),9019,9709
4117,Oklahoma,Velika katastrofa,2013-05-20,Tornado,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2013-05-18,2013-06-02,Pushmataha County,Pushmataha (County),13026,9405
1334,North Dakota,Velika katastrofa,2000-06-27,Severe Storm,"Severe Storms, Flooding And Ground Saturation",0,1,1,0,2000-04-05,2000-08-12,Benson County,Benson (County),69,2289
1468,Maine,Velika katastrofa,2003-05-14,Freezing,Severe Winter Cold And Frost,0,0,1,1,2002-12-17,2003-06-01,Piscataquis County,Piscataquis (County),3035,7687
2524,Nevada,Upravljanje požarom,2004-06-30,Fire,Verdi Fire Complex,0,0,1,0,2004-06-30,2004-07-05,Washoe County,Washoe (County),4053,2543
717,South Dakota,Velika katastrofa,1984-07-19,Flood,Severe Storms & Flooding,0,0,1,0,1984-06-11,1984-06-11,Aurora County,Aurora (County),84050,546
3032,Mississippi,Upravljanje hitnim situacijama,1977-02-22,Snowstorm,Drought & Freezing,0,0,1,0,1977-02-22,1977-02-22,DeSoto County (Mississippi),DeSoto (County),77030,5976
228,Nebraska,Velika katastrofa,1967-07-18,Flood,Severe Storms & Flooding,0,1,1,0,1967-07-18,1967-07-18,Keya Paha County,Keya Paha (County),67022,5235
3236,Kansas,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-09-01,2005-10-01,Russell County (Kansas),Russell (County),5110,5593
395,Tennessee,Velika katastrofa,1973-06-28,Flood,Severe Storms & Flooding,0,1,1,0,1973-06-28,1973-06-28,Overton County,Overton (County),73060,8141
1577,California,Velika katastrofa,2005-02-04,Severe Storm,"Severe Storms, Flooding, Debris Flows, And Mudslides",1,1,1,1,2004-12-27,2005-01-11,Santa Barbara County,Santa Barbara (County),5012,7607
3534,North Carolina,Upravljanje hitnim situacijama,2020-08-02,Hurricane,Hurricane Isaias,0,0,1,0,2020-07-31,2020-08-04,Robeson County,Robeson (County),20220,4765
3037,Washington,Upravljanje hitnim situacijama,1977-03-31,Drought,Drought,0,0,1,0,1977-03-31,1977-03-31,Asotin County,Asotin (County),77055,819
1125,Indiana,Velika katastrofa,1996-07-03,Severe Storm,Severe Storms And Flooding,0,0,1,0,1996-04-28,1996-05-25,Pike County (Indiana),Pike (County),96126,5604
3534,North Carolina,Upravljanje hitnim situacijama,2020-08-02,Hurricane,Hurricane Isaias,0,0,1,0,2020-07-31,2020-08-04,Gaston County,Gaston (County),20220,6099
1384,Oklahoma,Velika katastrofa,2001-06-29,Severe Storm,"Severe Storms, Flooding, And Tornadoes",0,0,1,1,2001-05-27,2001-05-30,Tillman County,Tillman (County),1071,1171
880,Georgia,Velika katastrofa,1990-10-19,Flood,Severe Storms & Flooding,0,1,1,0,1990-10-11,1990-10-29,McDuffie County,McDuffie (County),90048,8119
3403,Virginia,Upravljanje hitnim situacijama,2018-09-11,Hurricane,Hurricane Florence,0,0,1,0,2018-09-13,2018-09-21,Augusta County,Augusta (County),18100,525
4339,Puerto Rico,Velika katastrofa,2017-09-20,Hurricane,Hurricane Maria,1,0,1,1,2017-09-17,2017-11-15,Yabucoa Municipio,Yabucoa (Municipio),17116,5485
443,Iowa,Velika katastrofa,1974-06-24,Flood,Severe Storms & Flooding,0,1,1,0,1974-06-24,1974-06-24,Poweshiek County,Poweshiek (County),74060,7122
3224,Colorado,Upravljanje hitnim situacijama,2005-09-05,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Otero County (Colorado),Otero (County),5095,4153
4416,Texas,Velika katastrofa,2019-02-25,Flood,Severe Storms And Flooding,0,0,1,1,2018-09-10,2018-11-02,Jones County (Texas),Jones (County),19002,7411
3139,Florida,Upravljanje hitnim situacijama,1999-04-27,Fire,Fl-Fires 04/15/99,0,0,1,0,1999-04-15,1999-05-25,Gilchrist County,Gilchrist (County),99030,534
208,Louisiana,Velika katastrofa,1965-09-10,Hurricane,Hurricane Betsy,0,1,1,0,1965-09-10,1965-09-10,Terrebonne Parish,Terrebonne (Parish),65034,5049
3549,Louisiana,Upravljanje hitnim situacijama,2020-10-27,Hurricane,Tropical Storm Zeta,0,0,1,0,2020-10-26,2020-10-29,Catahoula Parish,Catahoula (Parish),20318,6042
3198,Ohio,Upravljanje hitnim situacijama,2005-01-11,Snowstorm,Snow,0,0,1,0,2004-12-22,2004-12-24,Crawford County (Ohio),Crawford (County),5001,3220
3232,Missouri,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Pettis County,Pettis (County),5109,5255
3384,Puerto Rico,Upravljanje hitnim situacijama,2017-09-05,Hurricane,Hurricane Irma,0,0,1,0,2017-09-05,2017-09-07,Utuado Municipio,Utuado (Municipio),17095,9855
3028,Indiana,Upravljanje hitnim situacijama,1977-02-02,Snowstorm,Snowstorms,0,0,1,0,1977-02-02,1977-02-02,Pike County (Indiana),Pike (County),77037,8220
677,California,Velika katastrofa,1983-02-09,Coastal Storm,"Coastal Storms, Floods, Slides & Tornadoes",0,1,1,0,1983-01-21,1983-03-30,Riverside County,Riverside (County),83017,6814
1491,Virginia,Velika katastrofa,2003-09-18,Hurricane,Hurricane Isabel,1,1,1,1,2003-09-18,2003-10-01,Charles City County,Charles City (County),3110,6437
1606,Texas,Velika katastrofa,2005-09-24,Hurricane,Hurricane Rita,0,0,1,1,2005-09-23,2005-10-14,Bexar County,Bexar (County),5140,8042
593,Virginia,Velika katastrofa,1979-07-20,Flood,Storms & Flash Floods,0,1,1,0,1979-07-20,1979-07-20,Buchanan County (Virginia),Buchanan (County),79061,533
3249,Wisconsin,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Buffalo County (Wisconsin),Buffalo (County),5118,2964
1624,Texas,Velika katastrofa,2006-01-11,Fire,Extreme Wildfire Threat,0,0,1,1,2005-11-27,2006-05-14,Brewster County,Brewster (County),6021,4520
3137,Michigan,Upravljanje hitnim situacijama,1999-01-27,Snowstorm,Mi - Severe Weather 1/2 /99,0,0,1,0,1999-01-02,1999-01-15,Allegan County,Allegan (County),99011,2695
1606,Texas,Velika katastrofa,2005-09-24,Hurricane,Hurricane Rita,0,0,1,1,2005-09-23,2005-10-14,Briscoe County,Briscoe (County),5140,3118
313,Texas,Velika katastrofa,1971-09-18,Flood,"Heavy Rains, High Winds & Flooding",0,1,1,0,1971-09-18,1971-09-18,Calhoun County (Texas),Calhoun (County),71054,1915
305,Kentucky,Velika katastrofa,1971-05-10,Tornado,Tornado,0,1,1,0,1971-05-10,1971-05-10,Pulaski County (Kentucky),Pulaski (County),71035,532
3380,North Carolina,Upravljanje hitnim situacijama,2016-10-07,Hurricane,Hurricane Matthew,0,0,1,0,2016-10-04,2016-10-24,Johnston County (North Carolina),Johnston (County),16097,8296
1159,Washington,Velika katastrofa,1997-01-17,Severe Storm,"Severe Winter Storms, Land & Muds Slides,Flooding",0,1,1,0,1996-12-26,1997-02-10,Walla Walla County,Walla Walla (County),97032,1746
1842,Alabama,Velika katastrofa,2009-06-03,Severe Storm,"Severe Storms, Tornadoes, Flooding, And Straight-Line Winds",1,0,1,1,2009-05-06,2009-05-08,Montgomery County (Alabama),Montgomery (County),9068,5582
3340,Pennsylvania,Upravljanje hitnim situacijama,2011-09-08,Flood,Remnants Of Tropical Storm Lee,0,0,1,0,2011-09-03,2011-10-15,Bradford County (Pennsylvania),Bradford (County),11228,212
875,Vermont,Velika katastrofa,1990-07-25,Flood,Severe Storms & Flooding,0,0,1,0,1990-07-04,1990-07-23,Chittenden County,Chittenden (County),90035,9010
1766,Indiana,Velika katastrofa,2008-06-08,Severe Storm,"Severe Storms, Flooding, And Tornadoes",1,1,1,1,2008-05-30,2008-06-27,Jefferson Count (Indiana),Jefferson (County),8082,2627
1136,Puerto Rico,Velika katastrofa,1996-09-11,Hurricane,Hurricane Hortense,0,1,1,0,1996-09-09,1996-09-11,Trujillo Alto Municipio,Trujillo Alto (Municipio),96182,7382
2902,Florida,Upravljanje požarom,2011-04-27,Fire,Slope Fire,0,0,1,0,2011-04-26,2011-05-31,Collier County,Collier (County),11080,7708
3406,Georgia,Upravljanje hitnim situacijama,2018-10-10,Hurricane,Hurricane Michael,0,0,1,0,2018-10-09,2018-10-23,Long County,Long (County),18113,2299
1811,South Dakota,Velika katastrofa,2008-12-12,Snowstorm,Severe Winter Storm And Record And Near Record Snow,0,0,1,1,2008-11-05,2008-11-07,Bennett County,Bennett (County),8179,9242
3199,Illinois,Upravljanje hitnim situacijama,2005-02-01,Snowstorm,Record/Near Record Snow,0,0,1,0,2004-12-21,2004-12-23,Jackson County (Illinois),Jackson (County),5002,230
203,Missouri,Velika katastrofa,1965-07-27,Flood,Severe Storms & Flooding,0,1,1,0,1965-07-27,1965-07-27,Carroll County (Missouri),Carroll (County),65029,5412
3221,West Virginia,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Morgan County (West Virginia),Morgan (County),5094,6361
1624,Texas,Velika katastrofa,2006-01-11,Fire,Extreme Wildfire Threat,0,0,1,1,2005-11-27,2006-05-14,Val Verde County,Val Verde (County),6021,2345
351,Illinois,Velika katastrofa,1972-09-04,Flood,Severe Storms & Flooding,0,1,1,0,1972-09-04,1972-09-04,Grundy County (Illinois),Grundy (County),72050,6022
683,Mississippi,Velika katastrofa,1983-06-01,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,1,0,0,1983-06-01,1983-06-01,Tallahatchie County,Tallahatchie (County),83034,9656
1522,West Virginia,Velika katastrofa,2004-06-07,Severe Storm,"Severe Storms, Flooding, And Landslides",1,1,0,1,2004-05-27,2004-06-28,Clay County (West Virginia),Clay (County),4039,6385
369,Alabama,Velika katastrofa,1973-03-27,Tornado,Tornadoes & Flooding,0,1,1,0,1973-03-27,1973-03-27,Walker County (Alabama),Walker (County),73020,6048
3238,Indiana,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Hancock County (Indiana),Hancock (County),5113,5512
469,North Dakota,Velika katastrofa,1975-05-24,Flood,Flooding From Rains & Snowmelt,0,1,1,0,1975-05-24,1975-05-24,LaMoure County,LaMoure (County),75092,2273
4336,Puerto Rico,Velika katastrofa,2017-09-10,Hurricane,Hurricane Irma,0,0,1,1,2017-09-05,2017-09-07,Adjuntas Municipio,Adjuntas (Municipio),17102,4390
3261,Texas,Upravljanje hitnim situacijama,2005-09-21,Hurricane,Hurricane Rita,0,0,1,0,2005-09-20,2005-10-14,Andrews County,Andrews (County),5137,5048
3568,Louisiana,Upravljanje hitnim situacijama,2021-08-27,Hurricane,Tropical Storm Ida,0,0,1,0,2021-08-26,2021-09-03,East Feliciana Parish,East Feliciana (Parish),21089,5155
1311,Georgia,Velika katastrofa,2000-01-28,Severe Storm,Severe Winter Storm,0,0,1,1,2000-01-22,2000-02-01,Fannin County (Georgia),Fannin (County),10,4429
209,Florida,Velika katastrofa,1965-09-14,Hurricane,Hurricane Betsy,0,1,1,0,1965-09-14,1965-09-14,Lee County (Florida),Lee (County),65035,6520
3280,Oklahoma,Upravljanje hitnim situacijama,2007-12-10,Severe Ice Storm,Severe Winter Storms,0,0,1,0,2007-12-08,2008-01-03,Cleveland County (Oklahoma),Cleveland (County),7930,2872
4256,Oklahoma,Velika katastrofa,2016-02-10,Severe Storm,Severe Winter Storms And Flooding,0,0,1,1,2015-12-26,2016-01-05,Roger Mills County,Roger Mills (County),16012,6407
1575,Hawaii,Velika katastrofa,2005-02-01,Severe Storm,Severe Storms And Flash Flooding,0,0,1,1,2004-10-30,2004-10-30,Honolulu County,Honolulu (County),5005,9297
4673,Florida,Velika katastrofa,2022-09-29,Hurricane,Hurricane Ian,0,0,1,1,2022-09-23,2022-11-04,Florida,Miccosukee Indian Reservation,22088,2896
1089,Kentucky,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96,0,0,1,0,1996-01-05,1996-01-12,Magoffin County,Magoffin (County),96021,4465
1573,Indiana,Velika katastrofa,2005-01-21,Severe Storm,Severe Winter Storms And Flooding,1,1,1,1,2005-01-01,2005-02-11,Tipton County (Indiana),Tipton (County),5007,3323
995,Missouri,Velika katastrofa,1993-07-09,Flood,Severe Storms & Flooding,0,1,1,0,1993-06-10,1993-10-25,Chariton County,Chariton (County),93030,6688
3232,Missouri,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Ste. Genevieve County,Ste. Genevieve (County),5109,1674
3240,Virginia,Upravljanje hitnim situacijama,2005-09-12,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Clarke County (Virginia),Clarke (County),5108,2333
3213,Mississippi,Upravljanje hitnim situacijama,2005-08-28,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-27,2005-10-14,Marion County (Mississippi),Marion (County),5079,6516
1312,North Carolina,Velika katastrofa,2000-01-31,Severe Storm,Severe Winter Storm,0,0,1,1,2000-01-24,2000-02-01,Warren County (North Carolina),Warren (County),11,2244
193,Iowa,Velika katastrofa,1965-04-22,Flood,Flooding,0,1,1,0,1965-04-22,1965-04-22,Pottawattamie County,Pottawattamie (County),65019,8022
1851,Tennessee,Velika katastrofa,2009-07-13,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2009-06-12,2009-06-14,Fayette County (Tennessee),Fayette (County),9083,926
3530,Texas,Upravljanje hitnim situacijama,2020-07-26,Hurricane,Hurricane Hanna,0,0,1,0,2020-07-25,2020-07-31,Jackson County (Texas),Jackson (County),20215,7897
3309,North Dakota,Upravljanje hitnim situacijama,2010-03-14,Flood,Flooding,0,0,1,0,2010-02-26,2010-04-30,North Dakota,Spirit Lake Reservation,10024,8113
1010,Tennessee,Velika katastrofa,1994-02-28,Severe Storm,"Severe Winter Ice Storm,Flash Flooding",0,0,1,0,1994-02-09,1994-02-11,Wayne County (Tennessee),Wayne (County),94008,1484
1832,Indiana,Velika katastrofa,2009-04-22,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,0,0,1,2009-03-08,2009-03-14,St. Joseph County (Indiana),St. Joseph (County),9037,2474
868,Iowa,Velika katastrofa,1990-05-26,Flood,Severe Storms & Flooding,0,1,1,0,1990-05-18,1990-07-06,Audubon County,Audubon (County),90021,8420
3289,Louisiana,Upravljanje hitnim situacijama,2008-08-29,Hurricane,Hurricane Gustav,0,0,1,0,2008-08-27,2008-09-11,Union Parish,Union (Parish),8132,6898
4273,West Virginia,Velika katastrofa,2016-06-25,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",0,0,1,1,2016-06-22,2016-06-29,Upshur County (West Virginia),Upshur (County),16054,5565
3113,Texas,Upravljanje hitnim situacijama,1993-09-10,Drought,Extreme Fire Hazard,0,0,1,0,1993-08-30,1993-11-15,Hamilton County (Texas),Hamilton (County),93043,8612
3124,Puerto Rico,Upravljanje hitnim situacijama,1996-11-21,Other,Gas Leak Explosion,0,0,1,0,1996-11-21,1996-11-21,San Juan Municipio,San Juan (Municipio),97017,2923
1444,Ohio,Velika katastrofa,2002-11-18,Severe Storm,Severe Storms And Tornadoes,1,1,0,0,2002-11-10,2002-11-10,Summit County (Ohio),Summit (County),2149,1646
2334,Texas,Upravljanje požarom,2000-09-07,Fire,Tx - Frost Fire - 09/08/00,0,0,1,0,2000-09-06,2000-09-07,Kendall County (Texas),Kendall (County),137,9416
794,Oklahoma,Velika katastrofa,1987-07-09,Flood,Severe Storms & Flooding,0,0,1,0,1987-05-19,1987-05-31,Canadian County,Canadian (County),87016,9786
1861,Arkansas,Velika katastrofa,2009-12-03,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2009-10-29,2009-11-08,Bradley County (Arkansas),Bradley (County),9121,7094
4045,Virginia,Velika katastrofa,2011-11-17,Severe Storm,The Remnants Of Tropical Storm Lee,0,0,1,1,2011-09-08,2011-09-09,King George County,King George (County),11261,8018
3544,Mississippi,Upravljanje hitnim situacijama,2020-09-14,Hurricane,Hurricane Sally,0,0,1,0,2020-09-14,2020-09-17,Greene County (Mississippi),Greene (County),20288,3668
446,Minnesota,Velika katastrofa,1974-07-13,Flood,Severe Storms & Flooding,0,1,1,0,1974-07-13,1974-07-13,Houston County (Minnesota),Houston (County),75001,2883
3219,Oklahoma,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Choctaw County (Oklahoma),Choctaw (County),5091,9280
759,Nevada,Velika katastrofa,1986-02-28,Flood,Severe Storms & Flooding,0,0,1,0,1986-02-15,1986-03-12,Lyon County (Nevada),Lyon (County),86004,8490
3554,Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,Maverick County,Maverick (County),21009,7828
1398,Mississippi,Velika katastrofa,2001-12-07,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,1,1,1,2001-11-24,2001-12-17,Panola County (Mississippi),Panola (County),1112,5669
4611,Louisiana,Velika katastrofa,2021-08-29,Hurricane,Hurricane Ida,0,0,1,1,2021-08-26,2021-09-03,La Salle Parish,La Salle (Parish),21091,8026
3096,Alabama,Upravljanje hitnim situacijama,1993-03-15,Snowstorm,"Severe Snowfall, Winter Storm",0,0,1,0,1993-03-13,1993-03-17,Lawrence County (Alabama),Lawrence (County),93009,8036
